排名,国家/地区,GDP总量(人民币核算),所属洲,年份
排名第130,赤道几内亚,￥676.08918亿元,非洲国家,2016
排名第131,乍得,￥670.57632亿元,非洲国家,2016
排名第132,马达加斯加,￥664.26642亿元,非洲国家,2016
排名第133,巴哈马,￥578.98314亿元,美洲国家,2016
排名第134,贝宁,￥569.68434亿元,非洲国家,2016
排名第135,几内亚,￥562.97592亿元,非洲国家,2016
排名第136,卢旺达,￥558.32652亿元,非洲国家,2016
排名第137,海地,￥546.76944亿元,美洲国家,2016
排名第138,刚果,￥522.52614亿元,非洲国家,2016
排名第139,尼日尔,￥497.61864亿元,非洲国家,2016
排名第140,塔吉克斯坦,￥459.75924亿元,亚洲国家,2016
排名第141,摩尔多瓦,￥449.86266亿元,欧洲国家,2016
排名第142,吉尔吉斯斯坦,￥435.11742亿元,亚洲国家,2016
排名第143,索马里,￥420.83712亿元,非洲国家,2016
排名第144,马拉维,￥364.57938亿元,非洲国家,2016
排名第145,厄立特里亚,￥355.47984亿元,非洲国家,2016
排名第146,毛里塔尼亚,￥314.10018亿元,非洲国家,2016
排名第147,斐济,￥310.77918亿元,大洋州国家,2016
排名第148,巴巴多斯,￥302.34384亿元,美洲国家,2016
排名第149,多哥,￥294.50628亿元,非洲国家,2016
排名第150,马尔代夫,￥281.48796亿元,亚洲国家,2016
排名第151,斯威士兰,￥251.46612亿元,非洲国家,2016
排名第152,塞拉利昂,￥246.81672亿元,非洲国家,2016
排名第153,苏里南,￥240.7725亿元,美洲国家,2016
排名第154,圭亚那,￥228.28554亿元,美洲国家,2016
排名第155,布隆迪,￥208.42596亿元,非洲国家,2016
排名第156,莱索托,￥150.37488亿元,非洲国家,2016
排名第157,不丹,￥140.87682亿元,亚洲国家,2016
排名第158,利比里亚,￥139.54842亿元,非洲国家,2016
排名第159,吉布提,￥125.46738亿元,非洲国家,2016
排名第160,中非,￥118.2276亿元,非洲国家,2016
排名第161,伯利兹,￥115.5708亿元,美洲国家,2016
排名第162,圣卢西亚,￥111.2535亿元,美洲国家,2016
排名第163,佛得角,￥108.9288亿元,非洲国家,2016
排名第164,圣马力诺,￥105.67422亿元,欧洲国家,2016
排名第165,安提瓜和巴布达,￥96.9732亿元,美洲国家,2016
排名第166,塞舌尔,￥94.91418亿元,非洲国家,2016
排名第167,所罗门群岛,￥81.89586亿元,大洋州国家,2016
排名第168,几内亚比绍,￥76.51584亿元,非洲国家,2016
排名第169,格林纳达,￥70.13952亿元,美洲国家,2016
排名第170,冈比亚,￥64.0953亿元,,2016
排名第171,圣基茨和尼维斯,￥59.778亿元,美洲国家,2016
排名第172,瓦努阿图,￥53.60094亿元,大洋州国家,2016
排名第173,西萨摩亚,￥52.20612亿元,大洋州国家,2016
排名第174,圣文森特和格林纳丁斯,￥51.1434亿元,美洲国家,2016
排名第175,科摩罗,￥40.71546亿元,非洲国家,2016
排名第176,多米尼克,￥38.59002亿元,美洲国家,2016
排名第177,汤加,￥27.43146亿元,大洋州国家,2016
排名第178,圣多美和普林西比Sao,￥23.31342亿元,,2016
排名第179,密克罗尼西亚,￥21.45366亿元,大洋州国家,2016
排名第180,贝劳,￥20.5902亿元,,2016
排名第181,马绍尔群岛,￥12.88548亿元,大洋州国家,2016
排名第182,基里巴斯,￥11.55708亿元,大洋州国家,2016
排名第183,瑙鲁,￥6.77484亿元,大洋州国家,2016
排名第184,图瓦卢,￥2.45754亿元,大洋州国家,2016
排名第185,叙利亚,￥0亿元,亚洲国家,2016
排名第1,美国,￥1308105.5028亿元,美洲国家,2017
排名第2,中国,￥827121.94656亿元,亚洲国家,2017
排名第3,日本,￥329996.1444亿元,亚洲国家,2017
排名第4,德国,￥246720.3372亿元,欧洲国家,2017
排名第5,法国,￥173954.1636亿元,欧洲国家,2017
排名第6,英国,￥173294.778亿元,欧洲国家,2017
排名第7,印度,￥164779.5156亿元,亚洲国家,2017
排名第8,巴西,￥140586.9552亿元,美洲国家,2017
排名第9,意大利,￥129792.2184亿元,欧洲国家,2017
排名第10,加拿大,￥110824.7484亿元,美洲国家,2017
排名第11,韩国,￥103349.2344亿元,亚洲国家,2017
排名第12,俄罗斯,￥99268.6104亿元,欧洲国家,2017
排名第13,澳大利亚,￥93918.534亿元,大洋州国家,2017
排名第14,西班牙,￥88312.4052亿元,欧洲国家,2017
排名第15,墨西哥,￥77183.922亿元,美洲国家,2017
排名第16,印度尼西亚,￥68299.1064亿元,亚洲国家,2017
排名第17,土耳其,￥56831.87736亿元,亚洲国家,2017
排名第18,荷兰,￥55701.8688亿元,欧洲国家,2017
排名第19,瑞士,￥45984.3762亿元,欧洲国家,2017
排名第20,沙特阿拉伯,￥45842.22996亿元,亚洲国家,2017
排名第21,阿根廷,￥41878.55232亿元,美洲国家,2017
排名第22,中国台湾,￥38607.36468亿元,亚洲,2017
排名第23,瑞典,￥36610.02084亿元,欧洲国家,2017
排名第24,波兰,￥34452.5598亿元,欧洲国家,2017
排名第25,比利时,￥33217.36032亿元,欧洲国家,2017
排名第26,泰国,￥29578.24092亿元,亚洲国家,2017
排名第27,伊朗,￥28893.11496亿元,亚洲国家,2017
排名第28,奥地利,￥27653.38896亿元,欧洲国家,2017
排名第29,尼日利亚,￥26673.90408亿元,非洲国家,2017
排名第30,挪威,￥26487.03312亿元,欧洲国家,2017
排名第31,阿闻酋,￥25581.99936亿元,亚洲国家,2017
排名第32,以色列,￥23511.28536亿元,亚洲国家,2017
排名第33,南非,￥23244.96384亿元,非洲国家,2017
排名第34,中国香港,￥22572.06624亿元,亚洲,2017
排名第35,爱尔兰,￥22000.84644亿元,欧洲国家,2017
排名第36,丹麦,￥21899.30376亿元,欧洲国家,2017
排名第37,菲律宾,￥21699.52884亿元,亚洲国家,2017
排名第38,马来西亚,￥20934.00648亿元,亚洲国家,2017
排名第39,哥伦比亚,￥20773.011亿元,美洲国家,2017
排名第40,新加坡,￥20656.94292亿元,亚洲国家,2017
排名第41,智利,￥17782.19736亿元,美洲国家,2017
排名第42,芬兰,￥16990.05636亿元,欧洲国家,2017
排名第43,孟加拉国,￥16891.55388亿元,亚洲国家,2017
排名第44,越南,￥14590.46028亿元,亚洲国家,2017
排名第45,委内瑞拉,￥14546.14092亿元,美洲国家,2017
排名第46,葡萄牙,￥14302.18176亿元,欧洲国家,2017
排名第47,秘鲁,￥14188.47828亿元,美洲国家,2017
排名第48,捷克,￥14164.08912亿元,欧洲国家,2017
排名第49,希腊,￥13802.44044亿元,欧洲国家,2017
排名第50,新西兰,￥13568.54772亿元,大洋州国家,2017
排名第51,伊拉克,￥13016.1096亿元,亚洲国家,2017
排名第52,阿尔及利亚,￥11856.30708亿元,非洲国家,2017
排名第53,卡塔尔,￥11238.33576亿元,亚洲国家,2017
排名第54,哈萨克斯坦,￥10552.12884亿元,亚洲国家,2017
排名第55,匈牙利,￥8920.21704亿元,欧洲国家,2017
排名第56,安哥拉,￥8379.73704亿元,非洲国家,2017
排名第57,苏丹,￥8038.22124亿元,非洲国家,2017
排名第58,科威特,￥7990.38876亿元,亚洲国家,2017
排名第59,摩洛哥,￥7479.43248亿元,非洲国家,2017
排名第60,乌克兰,￥7030.42872亿元,欧洲国家,2017
排名第61,波多黎各,￥6975.09708亿元,美洲,2017
排名第62,厄瓜多尔,￥6659.79456亿元,美洲国家,2017
排名第63,斯洛伐克,￥6417.99732亿元,欧洲国家,2017
排名第64,斯里兰卡,￥5645.78652亿元,亚洲国家,2017
排名第65,埃塞俄比亚,￥5386.8966亿元,非洲国家,2017
排名第66,肯尼亚,￥5296.50132亿元,非洲国家,2017
排名第67,多米尼加共和国,￥5058.41988亿元,,2017
排名第68,阿曼,￥4859.65836亿元,亚洲国家,2017
排名第69,危地马拉,￥4783.65336亿元,美洲国家,2017
排名第70,乌兹别克斯坦,￥4560.6378亿元,亚洲国家,2017
排名第71,缅甸,￥4524.22296亿元,亚洲国家,2017
排名第72,卢森堡,￥4291.20852亿元,欧洲国家,2017
排名第73,乌拉圭,￥4071.57096亿元,美洲国家,2017
排名第74,巴拿马,￥3989.48556亿元,美洲国家,2017
排名第75,保加利亚,￥3780.25224亿元,欧洲国家,2017
排名第76,克罗地亚,￥3613.17636亿元,欧洲国家,2017
排名第77,白俄罗斯,￥3566.01948亿元,欧洲国家,2017
排名第78,黎巴嫩,￥3560.27688亿元,亚洲国家,2017
排名第79,坦桑尼亚,￥3487.04184亿元,非洲国家,2017
排名第80,中国澳门,￥3456.3696亿元,亚洲,2017
排名第81,斯洛文尼亚,￥3248.14968亿元,欧洲国家,2017
排名第82,立陶宛,￥3152.75496亿元,欧洲国家,2017
排名第83,加纳,￥3071.54784亿元,非洲国家,2017
排名第84,土库曼斯坦,￥2815.2252亿元,亚洲国家,2017
排名第85,约旦,￥2735.30172亿元,亚洲国家,2017
排名第86,科特迪瓦,￥2696.04936亿元,非洲国家,2017
排名第87,突尼斯,￥2694.49548亿元,非洲国家,2017
排名第88,阿塞拜疆,￥2648.82492亿元,亚洲国家,2017
排名第89,玻利维亚,￥2552.14656亿元,美洲国家,2017
排名第90,巴林,￥2288.45988亿元,亚洲国家,2017
排名第91,利比亚,￥2250.69384亿元,非洲国家,2017
排名第92,喀麦隆,￥2070.84912亿元,非洲国家,2017
排名第93,拉脱维亚,￥2038.69056亿元,欧洲国家,2017
排名第94,巴拉圭,￥1944.3768亿元,美洲国家,2017
排名第95,萨尔瓦多,￥1851.61692亿元,美洲国家,2017
排名第96,乌干达,￥1782.97596亿元,非洲国家,2017
排名第97,爱沙尼亚,￥1735.14348亿元,欧洲国家,2017
排名第98,也门,￥1734.46788亿元,亚洲国家,2017
排名第99,赞比亚,￥1727.91456亿元,非洲国家,2017
排名第100,冰岛,￥1678.73088亿元,欧洲国家,2017
排名第101,尼泊尔,￥1625.8314亿元,亚洲国家,2017
排名第102,洪都拉斯,￥1531.923亿元,美洲国家,2017
排名第103,柬埔寨,￥1503.34512亿元,亚洲国家,2017
排名第104,巴布亚新几内亚,￥1473.55116亿元,大洋州国家,2017
排名第105,塞浦路斯,￥1426.12404亿元,亚洲国家,2017
排名第106,阿富汗,￥1422.54336亿元,亚洲国家,2017
排名第107,特立尼达和多巴哥,￥1371.468亿元,美洲国家,2017
排名第108,波斯尼亚和黑塞哥维那,￥1179.39492亿元,,2017
排名第109,老挝,￥1158.78912亿元,亚洲国家,2017
排名第110,津巴布韦,￥1155.6138亿元,非洲国家,2017
排名第111,博茨瓦纳,￥1129.941亿元,非洲国家,2017
排名第112,塞内加尔,￥1084.81092亿元,非洲国家,2017
排名第113,格鲁吉亚,￥1028.9388亿元,亚洲国家,2017
排名第114,马里,￥1013.26488亿元,非洲国家,2017
排名第115,加蓬,￥977.39052亿元,非洲国家,2017
排名第116,牙买加,￥965.4324亿元,美洲国家,2017
排名第117,尼加拉瓜,￥925.03152亿元,美洲国家,2017
排名第118,布基纳法索,￥890.91372亿元,非洲国家,2017
排名第119,阿尔巴尼亚,￥878.34756亿元,欧洲国家,2017
排名第120,纳米比亚,￥848.41848亿元,非洲国家,2017
排名第121,莫桑比克,￥834.0282亿元,非洲国家,2017
排名第122,毛里求斯,￥829.16388亿元,非洲国家,2017
排名第123,马耳他,￥811.46316亿元,欧洲国家,2017
排名第124,文莱,￥808.22028亿元,亚洲国家,2017
排名第125,马斯顿,￥771.26496亿元,欧洲,2017
排名第126,亚美尼亚,￥745.65972亿元,亚洲国家,2017
排名第127,蒙古,￥734.30964亿元,亚洲国家,2017
排名第128,马达加斯加,￥713.23092亿元,非洲国家,2017
排名第129,赤道几内亚,￥680.26164亿元,非洲国家,2017
排名第130,乍得,￥658.0344亿元,非洲国家,2017
排名第131,贝宁,￥635.7396亿元,非洲国家,2017
排名第132,几内亚,￥620.40348亿元,非洲国家,2017
排名第133,巴哈马,￥616.62012亿元,美洲国家,2017
排名第134,卢旺达,￥602.50008亿元,非洲国家,2017
排名第135,海地,￥564.8016亿元,美洲国家,2017
排名第136,摩尔多瓦,￥536.7642亿元,欧洲国家,2017
排名第137,尼日尔,￥533.18352亿元,非洲国家,2017
排名第138,刚果,￥526.90044亿元,非洲国家,2017
排名第139,塔吉克斯坦,￥488.72904亿元,亚洲国家,2017
排名第140,吉尔吉斯斯坦,￥477.04116亿元,亚洲国家,2017
排名第141,索马里,￥440.62632亿元,非洲国家,2017
排名第142,马拉维,￥422.99316亿元,非洲国家,2017
排名第143,厄立特里亚,￥408.738亿元,非洲国家,2017
排名第144,斐济,￥341.44824亿元,大洋州国家,2017
排名第145,毛里塔尼亚,￥336.7866亿元,非洲国家,2017
排名第146,巴巴多斯,￥325.70676亿元,美洲国家,2017
排名第147,多哥,￥324.08532亿元,非洲国家,2017
排名第148,马尔代夫,￥305.3712亿元,亚洲国家,2017
排名第149,斯威士兰,￥272.2668亿元,非洲国家,2017
排名第150,塞拉利昂,￥263.28132亿元,非洲国家,2017
排名第151,苏里南,￥247.6074亿元,美洲国家,2017
排名第152,圭亚那,￥242.60796亿元,美洲国家,2017
排名第153,布隆迪,￥229.23108亿元,非洲国家,2017
排名第154,莱索托,￥183.83076亿元,非洲国家,2017
排名第155,不丹,￥156.80676亿元,亚洲国家,2017
排名第156,利比里亚,￥144.5784亿元,非洲国家,2017
排名第157,吉布提,￥140.65992亿元,非洲国家,2017
排名第158,中非,￥134.57952亿元,非洲国家,2017
排名第159,伯利兹,￥122.89164亿元,美洲国家,2017
排名第160,佛得角,￥116.74368亿元,非洲国家,2017
排名第161,圣卢西亚,￥116.00052亿元,美洲国家,2017
排名第162,圣马力诺,￥110.32548亿元,欧洲国家,2017
排名第163,安提瓜和巴布达,￥103.7046亿元,美洲国家,2017
排名第164,塞舌尔,￥99.92124亿元,非洲国家,2017
排名第165,几内亚比绍,￥87.4902亿元,非洲国家,2017
排名第166,所罗门群岛,￥86.00388亿元,大洋州国家,2017
排名第167,格林纳达,￥75.05916亿元,美洲国家,2017
排名第168,冈比亚,￥70.12728亿元,,2017
排名第169,圣基茨和尼维斯,￥63.43884亿元,美洲国家,2017
排名第170,西萨摩亚,￥57.02064亿元,大洋州国家,2017
排名第171,瓦努阿图,￥56.54772亿元,大洋州国家,2017
排名第172,圣文森特和格林纳丁斯,￥55.0614亿元,美洲国家,2017
排名第173,科摩罗,￥44.52204亿元,非洲国家,2017
排名第174,多米尼克,￥41.07648亿元,美洲国家,2017
排名第175,汤加,￥29.52372亿元,大洋州国家,2017
排名第176,圣多美和普林西比Sao,￥25.13232亿元,,2017
排名第177,密克罗尼西亚,￥22.22724亿元,大洋州国家,2017
排名第178,贝劳,￥21.68676亿元,,2017
排名第179,马绍尔群岛,￥13.44444亿元,大洋州国家,2017
排名第180,基里巴斯,￥12.56616亿元,大洋州国家,2017
排名第181,瑙鲁,￥7.70184亿元,大洋州国家,2017
排名第182,图瓦卢,￥2.7024亿元,大洋州国家,2017
排名第183,埃及,￥0亿元,非洲国家,2017
排名第184,巴基斯坦,￥0亿元,亚洲国家,2017
排名第185,叙利亚,￥0亿元,亚洲国家,2017
排名第1,美国,￥1386727.254亿元,美洲国家,2018
排名第2,中国,￥900598.0685亿元,亚洲国家,2018
排名第3,日本,￥347583.8745亿元,亚洲国家,2018
排名第4,德国,￥270124.7065亿元,欧洲国家,2018
排名第5,法国,￥189858.44亿元,欧洲国家,2018
排名第6,英国,￥182693.4395亿元,欧洲国家,2018
排名第7,印度,￥182208.7705亿元,亚洲国家,2018
排名第8,巴西,￥151010.778亿元,美洲国家,2018
排名第9,意大利,￥140663.1635亿元,欧洲国家,2018
排名第10,加拿大,￥121063.5885亿元,美洲国家,2018
排名第11,韩国,￥109660.8235亿元,亚洲国家,2018
排名第12,俄罗斯,￥104547.085亿元,欧洲国家,2018
排名第13,澳大利亚,￥101758.522亿元,大洋州国家,2018
排名第14,西班牙,￥97478.1945亿元,欧洲国家,2018
排名第15,墨西哥,￥85810.4405亿元,美洲国家,2018
排名第16,印度尼西亚,￥74975.411亿元,亚洲国家,2018
排名第17,土耳其,￥62177.4034亿元,亚洲国家,2018
排名第18,荷兰,￥61169.69005亿元,欧洲国家,2018
排名第19,瑞士,￥48658.8454亿元,欧洲国家,2018
排名第20,沙特阿拉伯,￥48637.63255亿元,亚洲国家,2018
排名第21,阿根廷,￥43882.7276亿元,美洲国家,2018
排名第22,瑞典,￥40845.2397亿元,欧洲国家,2018
排名第23,中国台湾,￥40385.21605亿元,亚洲,2018
排名第24,波兰,￥39221.32395亿元,欧洲国家,2018
排名第25,比利时,￥36339.3283亿元,欧洲国家,2018
排名第26,泰国,￥32033.66895亿元,亚洲国家,2018
排名第27,尼日利亚,￥31624.309亿元,非洲国家,2018
排名第28,奥地利,￥30371.8584亿元,欧洲国家,2018
排名第29,挪威,￥27903.3417亿元,欧洲国家,2018
排名第30,阿闻酋,￥27521.9223亿元,亚洲国家,2018
排名第31,伊朗,￥27352.3568亿元,亚洲国家,2018
排名第32,以色列,￥24824.45785亿元,亚洲国家,2018
排名第33,南非,￥24793.29075亿元,非洲国家,2018
排名第34,菲律宾,￥24562.4208亿元,亚洲国家,2018
排名第35,爱尔兰,￥24519.78915亿元,欧洲国家,2018
排名第36,丹麦,￥24134.79995亿元,欧洲国家,2018
排名第37,中国香港,￥23669.21565亿元,亚洲,2018
排名第38,马来西亚,￥23404.36395亿元,亚洲国家,2018
排名第39,哥伦比亚,￥22138.86985亿元,美洲国家,2018
排名第40,新加坡,￥21753.2628亿元,亚洲国家,2018
排名第41,孟加拉国,￥18783.8757亿元,亚洲国家,2018
排名第42,芬兰,￥18660.1684亿元,欧洲国家,2018
排名第43,智利,￥18207.6276亿元,美洲国家,2018
排名第44,捷克,￥16338.49405亿元,欧洲国家,2018
排名第45,越南,￥16111.3312亿元,亚洲国家,2018
排名第46,葡萄牙,￥15248.33205亿元,欧洲国家,2018
排名第47,秘鲁,￥15220.3915亿元,美洲国家,2018
排名第48,希腊,￥15210.5059亿元,欧洲国家,2018
排名第49,新西兰,￥14771.5578亿元,大洋州国家,2018
排名第50,委内瑞拉,￥14264.71485亿元,美洲国家,2018
排名第51,伊拉克,￥13930.5953亿元,亚洲国家,2018
排名第52,卡塔尔,￥12419.4715亿元,亚洲国家,2018
排名第53,阿尔及利亚,￥12348.2128亿元,非洲国家,2018
排名第54,哈萨克斯坦,￥11691.5069亿元,亚洲国家,2018
排名第55,苏丹,￥9969.00975亿元,非洲国家,2018
排名第56,匈牙利,￥9906.67555亿元,欧洲国家,2018
排名第57,安哥拉,￥9490.0387亿元,非洲国家,2018
排名第58,科威特,￥8640.5636亿元,亚洲国家,2018
排名第59,摩洛哥,￥8143.46895亿元,非洲国家,2018
排名第60,乌克兰,￥7530.69905亿元,欧洲国家,2018
排名第61,斯洛伐克,￥7138.3643亿元,欧洲国家,2018
排名第62,波多黎各,￥6969.41665亿元,美洲,2018
排名第63,厄瓜多尔,￥6843.5812亿元,美洲国家,2018
排名第64,埃塞俄比亚,￥5993.35095亿元,非洲国家,2018
排名第65,斯里兰卡,￥5988.6141亿元,亚洲国家,2018
排名第66,肯尼亚,￥5902.527亿元,非洲国家,2018
排名第67,多米尼加共和国,￥5452.0457亿元,,2018
排名第68,阿曼,￥5166.8736亿元,亚洲国家,2018
排名第69,危地马拉,￥5120.94675亿元,美洲国家,2018
排名第70,缅甸,￥5080.2373亿元,亚洲国家,2018
排名第71,卢森堡,￥4707.8797亿元,欧洲国家,2018
排名第72,乌兹别克斯坦,￥4668.13135亿元,亚洲国家,2018
排名第73,乌拉圭,￥4518.19975亿元,美洲国家,2018
排名第74,巴拿马,￥4371.83795亿元,美洲国家,2018
排名第75,保加利亚,￥4194.03445亿元,欧洲国家,2018
排名第76,克罗地亚,￥3972.089亿元,欧洲国家,2018
排名第77,坦桑尼亚,￥3884.28565亿元,非洲国家,2018
排名第78,中国澳门,￥3790.23515亿元,亚洲,2018
排名第79,黎巴嫩,￥3776.77975亿元,亚洲国家,2018
排名第80,白俄罗斯,￥3708.67895亿元,欧洲国家,2018
排名第81,斯洛文尼亚,￥3593.9648亿元,欧洲国家,2018
排名第82,立陶宛,￥3526.6878亿元,欧洲国家,2018
排名第83,加纳,￥3379.3649亿元,非洲国家,2018
排名第84,利比亚,￥3260.25715亿元,非洲国家,2018
排名第85,土库曼斯坦,￥3190.4401亿元,亚洲国家,2018
排名第86,科特迪瓦,￥3118.2203亿元,非洲国家,2018
排名第87,阿塞拜疆,￥2939.11245亿元,亚洲国家,2018
排名第88,约旦,￥2921.26345亿元,亚洲国家,2018
排名第89,玻利维亚,￥2816.7095亿元,美洲国家,2018
排名第90,突尼斯,￥2696.1601亿元,非洲国家,2018
排名第91,巴林,￥2427.94455亿元,亚洲国家,2018
排名第92,拉脱维亚,￥2311.8574亿元,欧洲国家,2018
排名第93,喀麦隆,￥2269.63765亿元,非洲国家,2018
排名第94,巴拉圭,￥2097.6694亿元,美洲国家,2018
排名第95,冰岛,￥1976.50215亿元,欧洲国家,2018
排名第96,萨尔瓦多,￥1975.4724亿元,美洲国家,2018
排名第97,爱沙尼亚,￥1968.3328亿元,欧洲国家,2018
排名第98,乌干达,￥1946.7767亿元,非洲国家,2018
排名第99,赞比亚,￥1876.0672亿元,非洲国家,2018
排名第100,尼泊尔,￥1790.73525亿元,亚洲国家,2018
排名第101,也门,￥1756.68485亿元,亚洲国家,2018
排名第102,柬埔寨,￥1668.67555亿元,亚洲国家,2018
排名第103,洪都拉斯,￥1617.5313亿元,美洲国家,2018
排名第104,巴布亚新几内亚,￥1588.8356亿元,大洋州国家,2018
排名第105,塞浦路斯,￥1575.86075亿元,亚洲国家,2018
排名第106,阿富汗,￥1544.41905亿元,亚洲国家,2018
排名第107,特立尼达和多巴哥,￥1427.92亿元,美洲国家,2018
排名第108,津巴布韦,￥1297.7596亿元,非洲国家,2018
排名第109,老挝,￥1281.9701亿元,亚洲国家,2018
排名第110,波斯尼亚和黑塞哥维那,￥1274.144亿元,,2018
排名第111,塞内加尔,￥1229.5215亿元,非洲国家,2018
排名第112,博茨瓦纳,￥1203.9837亿元,非洲国家,2018
排名第113,格鲁吉亚,￥1148.3772亿元,亚洲国家,2018
排名第114,马里,￥1121.741亿元,非洲国家,2018
排名第115,加蓬,￥1062.8393亿元,非洲国家,2018
排名第116,牙买加,￥1026.8667亿元,美洲国家,2018
排名第117,莫桑比克,￥1012.9994亿元,非洲国家,2018
排名第118,布基纳法索,￥1006.34035亿元,非洲国家,2018
排名第119,尼加拉瓜,￥1000.57375亿元,美洲国家,2018
排名第120,阿尔巴尼亚,￥969.338亿元,欧洲国家,2018
排名第121,马耳他,￥915.03585亿元,欧洲国家,2018
排名第122,纳米比亚,￥911.5347亿元,非洲国家,2018
排名第123,毛里求斯,￥883.8001亿元,非洲国家,2018
排名第124,马斯顿,￥843.8458亿元,欧洲,2018
排名第125,文莱,￥823.18215亿元,亚洲国家,2018
排名第126,蒙古,￥793.11345亿元,亚洲国家,2018
排名第127,亚美尼亚,￥791.1226亿元,亚洲国家,2018
排名第128,马达加斯加,￥766.20265亿元,非洲国家,2018
排名第129,贝宁,￥728.7884亿元,非洲国家,2018
排名第130,乍得,￥695.0126亿元,非洲国家,2018
排名第131,赤道几内亚,￥680.11555亿元,非洲国家,2018
排名第132,几内亚,￥676.54575亿元,非洲国家,2018
排名第133,巴哈马,￥653.20475亿元,美洲国家,2018
排名第134,卢旺达,￥646.20245亿元,非洲国家,2018
排名第135,海地,￥614.5548亿元,美洲国家,2018
排名第136,摩尔多瓦,￥597.87285亿元,欧洲国家,2018
排名第137,尼日尔,￥593.4106亿元,非洲国家,2018
排名第138,刚果,￥546.454亿元,非洲国家,2018
排名第139,吉尔吉斯斯坦,￥500.38985亿元,亚洲国家,2018
排名第140,塔吉克斯坦,￥489.68045亿元,亚洲国家,2018
排名第141,厄立特里亚,￥470.6644亿元,非洲国家,2018
排名第142,索马里,￥465.92755亿元,非洲国家,2018
排名第143,马拉维,￥462.5637亿元,非洲国家,2018
排名第144,斐济,￥369.81755亿元,大洋州国家,2018
排名第145,多哥,￥367.07155亿元,非洲国家,2018
排名第146,巴巴多斯,￥351.8999亿元,美洲国家,2018
排名第147,毛里塔尼亚,￥347.2317亿元,非洲国家,2018
排名第148,马尔代夫,￥331.23625亿元,亚洲国家,2018
排名第149,塞拉利昂,￥283.1126亿元,非洲国家,2018
排名第150,斯威士兰,￥275.90435亿元,非洲国家,2018
排名第151,苏里南,￥275.1492亿元,美洲国家,2018
排名第152,布隆迪,￥261.62515亿元,非洲国家,2018
排名第153,圭亚那,￥255.44665亿元,美洲国家,2018
排名第154,莱索托,￥197.78065亿元,非洲国家,2018
排名第155,不丹,￥180.4122亿元,亚洲国家,2018
排名第156,吉布提,￥157.4831亿元,非洲国家,2018
排名第157,中非,￥153.29545亿元,非洲国家,2018
排名第158,利比里亚,￥150.41215亿元,非洲国家,2018
排名第159,伯利兹,￥130.77825亿元,美洲国家,2018
排名第160,佛得角,￥128.30685亿元,非洲国家,2018
排名第161,圣卢西亚,￥122.12835亿元,美洲国家,2018
排名第162,圣马力诺,￥117.9407亿元,欧洲国家,2018
排名第163,安提瓜和巴布达,￥109.84亿元,美洲国家,2018
排名第164,塞舌尔,￥106.9567亿元,非洲国家,2018
排名第165,几内亚比绍,￥99.2679亿元,非洲国家,2018
排名第166,所罗门群岛,￥94.1878亿元,大洋州国家,2018
排名第167,格林纳达,￥79.7713亿元,美洲国家,2018
排名第168,冈比亚,￥75.1031亿元,,2018
排名第169,圣基茨和尼维斯,￥68.03215亿元,美洲国家,2018
排名第170,瓦努阿图,￥61.3731亿元,大洋州国家,2018
排名第171,西萨摩亚,￥59.79415亿元,大洋州国家,2018
排名第172,圣文森特和格林纳丁斯,￥58.3525亿元,美洲国家,2018
排名第173,科摩罗,￥50.18315亿元,非洲国家,2018
排名第174,多米尼克,￥43.45545亿元,美洲国家,2018
排名第175,汤加,￥30.00005亿元,大洋州国家,2018
排名第176,圣多美和普林西比Sao,￥28.0092亿元,,2018
排名第177,贝劳,￥23.68425亿元,,2018
排名第178,密克罗尼西亚,￥23.13505亿元,大洋州国家,2018
排名第179,马绍尔群岛,￥14.07325亿元,大洋州国家,2018
排名第180,基里巴斯,￥13.4554亿元,大洋州国家,2018
排名第181,瑙鲁,￥7.9634亿元,大洋州国家,2018
排名第182,图瓦卢,￥2.81465亿元,大洋州国家,2018
排名第183,叙利亚,￥0亿元,亚洲国家,2018
排名第184,巴基斯坦,￥0亿元,亚洲国家,2018
排名第185,埃及,￥0亿元,非洲国家,2018
排名第1,美国,￥1368689.742亿元,美洲国家,2019
排名第2,中国,￥927243.387亿元,亚洲国家,2019
排名第3,日本,￥338865.03亿元,亚洲国家,2019
排名第4,德国,￥265232.373亿元,欧洲国家,2019
排名第5,印度,￥190498.224亿元,亚洲国家,2019
排名第6,法国,￥186885.174亿元,欧洲国家,2019
排名第7,英国,￥177767.919亿元,欧洲国家,2019
排名第8,巴西,￥149679.873亿元,美洲国家,2019
排名第9,意大利,￥137096.694亿元,欧洲国家,2019
排名第10,加拿大,￥119695.464亿元,美洲国家,2019
排名第11,韩国,￥108583.545亿元,亚洲国家,2019
排名第12,俄罗斯,￥103240.788亿元,欧洲国家,2019
排名第13,澳大利亚,￥101835.279亿元,大洋州国家,2019
排名第14,西班牙,￥96318.705亿元,欧洲国家,2019
排名第15,墨西哥,￥86019.234亿元,美洲国家,2019
排名第16,印度尼西亚,￥76812.141亿元,亚洲国家,2019
排名第17,土耳其,￥62640.9126亿元,亚洲国家,2019
排名第18,荷兰,￥60021.549亿元,欧洲国家,2019
排名第19,沙特阿拉伯,￥47727.6744亿元,亚洲国家,2019
排名第20,瑞士,￥47482.1172亿元,欧洲国家,2019
排名第21,阿根廷,￥46353.7389亿元,美洲国家,2019
